SteelPlant
Time,P[MW],L1-P[MW],L2-P[MW],L3-P[MW],L4-P[MW]
2030-01-07 12:45:00,131.80375080299402,32.950937700748504,32.950937700748504,32.950937700748504,32.950937700748504
2030-01-07 13:00:00,117.66701983464021,29.416754958660054,29.416754958660054,29.416754958660054,29.416754958660054
2030-01-07 13:15:00,116.1229110632506,29.03072776581265,29.03072776581265,29.03072776581265,29.03072776581265
2030-01-07 13:30:00,115.80892679301388,28.95223169825347,28.95223169825347,28.95223169825347,28.95223169825347
2030-01-07 13:45:00,111.45992037109156,27.86498009277289,27.86498009277289,27.86498009277289,27.86498009277289
2030-01-07 14:00:00,113.11238633977352,28.27809658494338,28.27809658494338,28.27809658494338,28.27809658494338
2030-01-07 14:15:00,115.56183328071243,28.89045832017811,28.89045832017811,28.89045832017811,28.89045832017811
2030-01-07 14:30:00,119.71264661759875,29.928161654399688,29.928161654399688,29.928161654399688,29.928161654399688
2030-01-07 14:45:00,116.89241709228094,29.223104273070234,29.223104273070234,29.223104273070234,29.223104273070234
2030-01-07 15:00:00,106.27079750510302,26.567699376275755,26.567699376275755,26.567699376275755,26.567699376275755
2030-01-07 15:15:00,109.55093370325388,27.38773342581347,27.38773342581347,27.38773342581347,27.38773342581347
2030-01-07 15:30:00,121.94646561387248,30.48661640346812,30.48661640346812,30.48661640346812,30.48661640346812
2030-01-07 15:45:00,123.08595782268613,30.77148945567153,30.77148945567153,30.77148945567153,30.77148945567153
2030-01-07 16:00:00,122.3759603706449,30.593990092661226,30.593990092661226,30.593990092661226,30.593990092661226
2030-01-07 16:15:00,132.5812063483753,33.145301587093826,33.145301587093826,33.145301587093826,33.145301587093826
2030-01-07 16:30:00,138.97390138376457,34.74347534594114,34.74347534594114,34.74347534594114,34.74347534594114
2030-01-07 16:45:00,143.34386872075524,35.83596718018881,35.83596718018881,35.83596718018881,35.83596718018881
2030-01-07 17:00:00,142.6198600943941,35.65496502359853,35.65496502359853,35.65496502359853,35.65496502359853
2030-01-07 17:15:00,141.1634110942477,35.29085277356192,35.29085277356192,35.29085277356192,35.29085277356192
2030-01-07 17:30:00,140.7705577367984,35.1926394341996,35.1926394341996,35.1926394341996,35.1926394341996
2030-01-07 17:45:00,140.8017426539101,35.20043566347753,35.20043566347753,35.20043566347753,35.20043566347753
2030-01-07 18:00:00,139.88013953325603,34.97003488331401,34.97003488331401,34.97003488331401,34.97003488331401
2030-01-07 18:15:00,141.7354864875565,35.433871621889125,35.433871621889125,35.433871621889125,35.433871621889125
2030-01-07 18:30:00,139.3051964171628,34.8262991042907,34.8262991042907,34.8262991042907,34.8262991042907
2030-01-07 18:45:00,140.89642463618827,35.22410615904707,35.22410615904707,35.22410615904707,35.22410615904707
2030-01-07 19:00:00,141.56307457688,35.39076864422,35.39076864422,35.39076864422,35.39076864422
2030-01-07 19:15:00,139.2787192658778,34.81967981646945,34.81967981646945,34.81967981646945,34.81967981646945
2030-01-07 19:30:00,116.48792151951272,29.12198037987818,29.12198037987818,29.12198037987818,29.12198037987818
2030-01-07 19:45:00,91.30769430597354,22.826923576493385,22.826923576493385,22.826923576493385,22.826923576493385
2030-01-07 20:00:00,73.26709889059879,18.316774722649697,18.316774722649697,18.316774722649697,18.316774722649697
2030-01-07 20:15:00,91.42215210659069,22.85553802664767,22.85553802664767,22.85553802664767,22.85553802664767
2030-01-07 20:30:00,117.12433923737419,29.281084809343547,29.281084809343547,29.281084809343547,29.281084809343547
2030-01-07 20:45:00,135.28351115259125,33.82087778814781,33.82087778814781,33.82087778814781,33.82087778814781
2030-01-07 21:00:00,137.9826758519495,34.495668962987374,34.495668962987374,34.495668962987374,34.495668962987374
2030-01-07 21:15:00,132.7896594444584,33.1974148611146,33.1974148611146,33.1974148611146,33.1974148611146
2030-01-07 21:30:00,141.547994101928,35.386998525482,35.386998525482,35.386998525482,35.386998525482
2030-01-07 21:45:00,144.3934631934279,36.09836579835697,36.09836579835697,36.09836579835697,36.09836579835697
2030-01-07 22:00:00,141.28984949898364,35.32246237474591,35.32246237474591,35.32246237474591,35.32246237474591
2030-01-07 22:15:00,141.8232898480569,35.455822462014225,35.455822462014225,35.455822462014225,35.455822462014225
2030-01-07 22:30:00,142.41242764851,35.6031069121275,35.6031069121275,35.6031069121275,35.6031069121275
2030-01-07 22:45:00,140.9223948169201,35.230598704230026,35.230598704230026,35.230598704230026,35.230598704230026
2030-01-07 23:00:00,137.50371894198656,34.37592973549664,34.37592973549664,34.37592973549664,34.37592973549664
2030-01-07 23:15:00,142.5552910495466,35.63882276238665,35.63882276238665,35.63882276238665,35.63882276238665
2030-01-07 23:30:00,140.3611178511412,35.0902794627853,35.0902794627853,35.0902794627853,35.0902794627853
2030-01-07 23:45:00,140.6316743210511,35.15791858026277,35.15791858026277,35.15791858026277,35.15791858026277
2030-01-08 00:00:00,158.86781981010378,39.716954952525946,39.716954952525946,39.716954952525946,39.716954952525946
2030-01-08 00:15:00,160.21114177875612,40.05278544468903,40.05278544468903,40.05278544468903,40.05278544468903
2030-01-08 00:30:00,156.25520928457289,39.06380232114322,39.06380232114322,39.06380232114322,39.06380232114322
2030-01-08 00:45:00,109.98285980794037,27.495714951985093,27.495714951985093,27.495714951985093,27.495714951985093
2030-01-08 01:00:00,71.72773707495485,17.93193426873871,17.93193426873871,17.93193426873871,17.93193426873871
2030-01-08 01:15:00,66.47221536489914,16.618053841224786,16.618053841224786,16.618053841224786,16.618053841224786
2030-01-08 01:30:00,65.0229117323844,16.2557279330961,16.2557279330961,16.2557279330961,16.2557279330961
2030-01-08 01:45:00,62.82594276527206,15.706485691318015,15.706485691318015,15.706485691318015,15.706485691318015
2030-01-08 02:00:00,59.48807659777745,14.872019149444363,14.872019149444363,14.872019149444363,14.872019149444363
2030-01-08 02:15:00,58.425957999479394,14.606489499869848,14.606489499869848,14.606489499869848,14.606489499869848
2030-01-08 02:30:00,58.35718785405002,14.589296963512504,14.589296963512504,14.589296963512504,14.589296963512504
2030-01-08 02:45:00,57.97895112531789,14.494737781329473,14.494737781329473,14.494737781329473,14.494737781329473
2030-01-08 03:00:00,57.04901069012437,14.262252672531092,14.262252672531092,14.262252672531092,14.262252672531092
2030-01-08 03:15:00,57.94826902469166,14.487067256172915,14.487067256172915,14.487067256172915,14.487067256172915
2030-01-08 03:30:00,57.63950389656345,14.409875974140862,14.409875974140862,14.409875974140862,14.409875974140862
2030-01-08 03:45:00,57.64795782210186,14.411989455525465,14.411989455525465,14.411989455525465,14.411989455525465
2030-01-08 04:00:00,57.07944087429567,14.269860218573918,14.269860218573918,14.269860218573918,14.269860218573918
2030-01-08 04:15:00,56.09969226782752,14.02492306695688,14.02492306695688,14.02492306695688,14.02492306695688
2030-01-08 04:30:00,55.36619380236688,13.84154845059172,13.84154845059172,13.84154845059172,13.84154845059172
2030-01-08 04:45:00,51.49297714090673,12.873244285226683,12.873244285226683,12.873244285226683,12.873244285226683
2030-01-08 05:00:00,48.593605336482646,12.148401334120662,12.148401334120662,12.148401334120662,12.148401334120662
2030-01-08 05:15:00,41.77667836622473,10.444169591556182,10.444169591556182,10.444169591556182,10.444169591556182
2030-01-08 05:30:00,37.896005842645145,9.474001460661286,9.474001460661286,9.474001460661286,9.474001460661286
2030-01-08 05:45:00,45.92649980769518,11.481624951923795,11.481624951923795,11.481624951923795,11.481624951923795
2030-01-08 06:00:00,60.03543765385382,15.008859413463455,15.008859413463455,15.008859413463455,15.008859413463455
2030-01-08 06:15:00,67.8216323101417,16.955408077535424,16.955408077535424,16.955408077535424,16.955408077535424
2030-01-08 06:30:00,71.97711809761493,17.994279524403733,17.994279524403733,17.994279524403733,17.994279524403733
2030-01-08 06:45:00,78.92965567158402,19.732413917896004,19.732413917896004,19.732413917896004,19.732413917896004
2030-01-08 07:00:00,134.07087839193724,33.51771959798431,33.51771959798431,33.51771959798431,33.51771959798431
2030-01-08 07:15:00,157.6353193004075,39.408829825101876,39.408829825101876,39.408829825101876,39.408829825101876
2030-01-08 07:30:00,166.20124193609766,41.550310484024415,41.550310484024415,41.550310484024415,41.550310484024415
2030-01-08 07:45:00,158.91520765185356,39.72880191296339,39.72880191296339,39.72880191296339,39.72880191296339
2030-01-08 08:00:00,158.91694766173777,39.72923691543444,39.72923691543444,39.72923691543444,39.72923691543444
2030-01-08 08:15:00,166.6852964218482,41.67132410546205,41.67132410546205,41.67132410546205,41.67132410546205
2030-01-08 08:30:00,170.01237860862466,42.503094652156165,42.503094652156165,42.503094652156165,42.503094652156165
2030-01-08 08:45:00,162.73522278114405,40.68380569528601,40.68380569528601,40.68380569528601,40.68380569528601
2030-01-08 09:00:00,154.79664572778802,38.699161431947005,38.699161431947005,38.699161431947005,38.699161431947005
2030-01-08 09:15:00,164.77242001012857,41.19310500253214,41.19310500253214,41.19310500253214,41.19310500253214
2030-01-08 09:30:00,172.24313922854327,43.06078480713582,43.06078480713582,43.06078480713582,43.06078480713582
2030-01-08 09:45:00,164.10916845506267,41.02729211376567,41.02729211376567,41.02729211376567,41.02729211376567
2030-01-08 10:00:00,134.03807710379309,33.50951927594827,33.50951927594827,33.50951927594827,33.50951927594827
2030-01-08 10:15:00,129.78568583003636,32.44642145750909,32.44642145750909,32.44642145750909,32.44642145750909
2030-01-08 10:30:00,131.8327107094489,32.95817767736222,32.95817767736222,32.95817767736222,32.95817767736222
2030-01-08 10:45:00,126.92730670364578,31.731826675911446,31.731826675911446,31.731826675911446,31.731826675911446
2030-01-08 11:00:00,102.12784856374488,25.53196214093622,25.53196214093622,25.53196214093622,25.53196214093622
2030-01-08 11:15:00,74.85273802934145,18.713184507335363,18.713184507335363,18.713184507335363,18.713184507335363
2030-01-08 11:30:00,50.57184778339748,12.64296194584937,12.64296194584937,12.64296194584937,12.64296194584937
2030-01-08 11:45:00,73.09856926649196,18.27464231662299,18.27464231662299,18.27464231662299,18.27464231662299
2030-01-08 12:00:00,125.65389660391601,31.413474150979003,31.413474150979003,31.413474150979003,31.413474150979003
2030-01-08 12:15:00,148.49200547594387,37.12300136898597,37.12300136898597,37.12300136898597,37.12300136898597
2030-01-08 12:30:00,159.4287055471143,39.857176386778576,39.857176386778576,39.857176386778576,39.857176386778576
2030-01-08 12:45:00,157.0423419619313,39.260585490482825,39.260585490482825,39.260585490482825,39.260585490482825
2030-01-08 13:00:00,135.2610239263215,33.81525598158038,33.81525598158038,33.81525598158038,33.81525598158038
2030-01-08 13:15:00,128.49733600906742,32.124334002266856,32.124334002266856,32.124334002266856,32.124334002266856
2030-01-08 13:30:00,125.03368678800472,31.25842169700118,31.25842169700118,31.25842169700118,31.25842169700118
2030-01-08 13:45:00,127.04238819904825,31.76059704976206,31.76059704976206,31.76059704976206,31.76059704976206
2030-01-08 14:00:00,131.14565907676288,32.78641476919072,32.78641476919072,32.78641476919072,32.78641476919072
2030-01-08 14:15:00,135.84583301535258,33.961458253838146,33.961458253838146,33.961458253838146,33.961458253838146
2030-01-08 14:30:00,133.4650284893767,33.36625712234417,33.36625712234417,33.36625712234417,33.36625712234417
2030-01-08 14:45:00,138.40893139032568,34.60223284758142,34.60223284758142,34.60223284758142,34.60223284758142
2030-01-08 15:00:00,138.1437245118909,34.535931127972724,34.535931127972724,34.535931127972724,34.535931127972724
2030-01-08 15:15:00,129.30427248437326,32.326068121093314,32.326068121093314,32.326068121093314,32.326068121093314
2030-01-08 15:30:00,128.95045744111002,32.237614360277504,32.237614360277504,32.237614360277504,32.237614360277504
2030-01-08 15:45:00,143.62583998255863,35.90645999563966,35.90645999563966,35.90645999563966,35.90645999563966
2030-01-08 16:00:00,145.04403240181225,36.26100810045306,36.26100810045306,36.26100810045306,36.26100810045306
2030-01-08 16:15:00,148.13841461048068,37.03460365262017,37.03460365262017,37.03460365262017,37.03460365262017
2030-01-08 16:30:00,145.74641566230125,36.43660391557531,36.43660391557531,36.43660391557531,36.43660391557531
2030-01-08 16:45:00,147.7079394364318,36.92698485910795,36.92698485910795,36.92698485910795,36.92698485910795
2030-01-08 17:00:00,143.80376447427082,35.950941118567705,35.950941118567705,35.950941118567705,35.950941118567705
2030-01-08 17:15:00,140.3247232266588,35.0811808066647,35.0811808066647,35.0811808066647,35.0811808066647
2030-01-08 17:30:00,144.20349526575666,36.050873816439164,36.050873816439164,36.050873816439164,36.050873816439164
2030-01-08 17:45:00,146.84938079124285,36.71234519781071,36.71234519781071,36.71234519781071,36.71234519781071
2030-01-08 18:00:00,145.42143065559998,36.355357663899994,36.355357663899994,36.355357663899994,36.355357663899994
2030-01-08 18:15:00,151.16131976336786,37.790329940841964,37.790329940841964,37.790329940841964,37.790329940841964
2030-01-08 18:30:00,153.20753415040352,38.30188353760088,38.30188353760088,38.30188353760088,38.30188353760088
2030-01-08 18:45:00,153.32397207625496,38.33099301906374,38.33099301906374,38.33099301906374,38.33099301906374
2030-01-08 19:00:00,148.3371405041961,37.084285126049025,37.084285126049025,37.084285126049025,37.084285126049025
2030-01-08 19:15:00,137.2131115674898,34.30327789187245,34.30327789187245,34.30327789187245,34.30327789187245
2030-01-08 19:30:00,122.48212410386077,30.620531025965192,30.620531025965192,30.620531025965192,30.620531025965192
2030-01-08 19:45:00,96.79307752862782,24.198269382156955,24.198269382156955,24.198269382156955,24.198269382156955
2030-01-08 20:00:00,78.32299180566015,19.580747951415038,19.580747951415038,19.580747951415038,19.580747951415038
2030-01-08 20:15:00,98.62348102850889,24.655870257127223,24.655870257127223,24.655870257127223,24.655870257127223
2030-01-08 20:30:00,124.78154875523896,31.19538718880974,31.19538718880974,31.19538718880974,31.19538718880974
2030-01-08 20:45:00,143.93234048418392,35.98308512104598,35.98308512104598,35.98308512104598,35.98308512104598
2030-01-08 21:00:00,149.19602993026155,37.299007482565386,37.299007482565386,37.299007482565386,37.299007482565386
2030-01-08 21:15:00,156.31130910278966,39.077827275697416,39.077827275697416,39.077827275697416,39.077827275697416
2030-01-08 21:30:00,151.4714213294892,37.8678553323723,37.8678553323723,37.8678553323723,37.8678553323723
2030-01-08 21:45:00,149.44005048503072,37.36001262125768,37.36001262125768,37.36001262125768,37.36001262125768
2030-01-08 22:00:00,152.56562297840733,38.14140574460183,38.14140574460183,38.14140574460183,38.14140574460183
2030-01-08 22:15:00,147.0296482982201,36.75741207455503,36.75741207455503,36.75741207455503,36.75741207455503
2030-01-08 22:30:00,149.1804303936913,37.295107598422824,37.295107598422824,37.295107598422824,37.295107598422824
2030-01-08 22:45:00,155.38556604714717,38.84639151178679,38.84639151178679,38.84639151178679,38.84639151178679
2030-01-08 23:00:00,154.23099736246982,38.557749340617455,38.557749340617455,38.557749340617455,38.557749340617455
2030-01-08 23:15:00,150.16733278701798,37.541833196754496,37.541833196754496,37.541833196754496,37.541833196754496
2030-01-08 23:30:00,148.44061968958187,37.110154922395466,37.110154922395466,37.110154922395466,37.110154922395466
2030-01-08 23:45:00,148.85824356416262,37.214560891040655,37.214560891040655,37.214560891040655,37.214560891040655
2030-01-09 00:00:00,162.4377608112545,40.60944020281362,40.60944020281362,40.60944020281362,40.60944020281362
2030-01-09 00:15:00,160.48032210767695,40.12008052691924,40.12008052691924,40.12008052691924,40.12008052691924
2030-01-09 00:30:00,159.23187784427765,39.80796946106941,39.80796946106941,39.80796946106941,39.80796946106941
2030-01-09 00:45:00,114.34799183229569,28.586997958073923,28.586997958073923,28.586997958073923,28.586997958073923
2030-01-09 01:00:00,70.03834637242034,17.509586593105084,17.509586593105084,17.509586593105084,17.509586593105084
2030-01-09 01:15:00,63.63676435620609,15.909191089051523,15.909191089051523,15.909191089051523,15.909191089051523
2030-01-09 01:30:00,62.14973694762765,15.537434236906913,15.537434236906913,15.537434236906913,15.537434236906913
2030-01-09 01:45:00,60.02436327852213,15.006090819630533,15.006090819630533,15.006090819630533,15.006090819630533
2030-01-09 02:00:00,55.85846355773699,13.964615889434247,13.964615889434247,13.964615889434247,13.964615889434247
2030-01-09 02:15:00,54.853131238396074,13.713282809599018,13.713282809599018,13.713282809599018,13.713282809599018
2030-01-09 02:30:00,54.475876562499025,13.618969140624756,13.618969140624756,13.618969140624756,13.618969140624756
2030-01-09 02:45:00,54.33162098348053,13.582905245870133,13.582905245870133,13.582905245870133,13.582905245870133
2030-01-09 03:00:00,55.00452180234703,13.751130450586757,13.751130450586757,13.751130450586757,13.751130450586757
2030-01-09 03:15:00,54.983549470187555,13.745887367546889,13.745887367546889,13.745887367546889,13.745887367546889
2030-01-09 03:30:00,55.14847558212011,13.787118895530028,13.787118895530028,13.787118895530028,13.787118895530028
2030-01-09 03:45:00,54.85417587359107,13.713543968397767,13.713543968397767,13.713543968397767,13.713543968397767
2030-01-09 04:00:00,54.51661627382551,13.629154068456378,13.629154068456378,13.629154068456378,13.629154068456378
2030-01-09 04:15:00,54.31722822956665,13.579307057391663,13.579307057391663,13.579307057391663,13.579307057391663
2030-01-09 04:30:00,54.318168194926706,13.579542048731676,13.579542048731676,13.579542048731676,13.579542048731676
2030-01-09 04:45:00,48.69509038114181,12.173772595285453,12.173772595285453,12.173772595285453,12.173772595285453
2030-01-09 05:00:00,45.83517092819975,11.458792732049938,11.458792732049938,11.458792732049938,11.458792732049938
2030-01-09 05:15:00,39.073145387260745,9.768286346815186,9.768286346815186,9.768286346815186,9.768286346815186
2030-01-09 05:30:00,36.49530673412486,9.123826683531215,9.123826683531215,9.123826683531215,9.123826683531215
2030-01-09 05:45:00,42.745375495111325,10.686343873777831,10.686343873777831,10.686343873777831,10.686343873777831
2030-01-09 06:00:00,54.52618342317277,13.631545855793192,13.631545855793192,13.631545855793192,13.631545855793192
2030-01-09 06:15:00,61.41138931328187,15.352847328320468,15.352847328320468,15.352847328320468,15.352847328320468
2030-01-09 06:30:00,65.48651543723727,16.371628859309318,16.371628859309318,16.371628859309318,16.371628859309318
2030-01-09 06:45:00,71.24327735067352,17.81081933766838,17.81081933766838,17.81081933766838,17.81081933766838
2030-01-09 07:00:00,120.86925418814398,30.217313547035996,30.217313547035996,30.217313547035996,30.217313547035996
2030-01-09 07:15:00,138.6932326700882,34.67330816752205,34.67330816752205,34.67330816752205,34.67330816752205
2030-01-09 07:30:00,149.44048282761617,37.36012070690404,37.36012070690404,37.36012070690404,37.36012070690404
2030-01-09 07:45:00,144.06476904963364,36.01619226240841,36.01619226240841,36.01619226240841,36.01619226240841
2030-01-09 08:00:00,142.4059677613205,35.60149194033013,35.60149194033013,35.60149194033013,35.60149194033013
2030-01-09 08:15:00,143.91427236720943,35.97856809180236,35.97856809180236,35.97856809180236,35.97856809180236
2030-01-09 08:30:00,145.91473814329342,36.478684535823355,36.478684535823355,36.478684535823355,36.478684535823355
2030-01-09 08:45:00,148.68251586539745,37.17062896634936,37.17062896634936,37.17062896634936,37.17062896634936
2030-01-09 09:00:00,147.27945657921435,36.81986414480359,36.81986414480359,36.81986414480359,36.81986414480359
2030-01-09 09:15:00,151.65918958704296,37.91479739676074,37.91479739676074,37.91479739676074,37.91479739676074
2030-01-09 09:30:00,147.07788316644906,36.769470791612264,36.769470791612264,36.769470791612264,36.769470791612264
2030-01-09 09:45:00,144.4956091550172,36.1239022887543,36.1239022887543,36.1239022887543,36.1239022887543
2030-01-09 10:00:00,124.69071111855173,31.172677779637933,31.172677779637933,31.172677779637933,31.172677779637933
2030-01-09 10:15:00,125.79818006952345,31.449545017380863,31.449545017380863,31.449545017380863,31.449545017380863
2030-01-09 10:30:00,129.32911084475836,32.33227771118959,32.33227771118959,32.33227771118959,32.33227771118959
2030-01-09 10:45:00,129.1201719824294,32.28004299560735,32.28004299560735,32.28004299560735,32.28004299560735
2030-01-09 11:00:00,103.2572675781412,25.8143168945353,25.8143168945353,25.8143168945353,25.8143168945353
2030-01-09 11:15:00,67.47295194005335,16.868237985013337,16.868237985013337,16.868237985013337,16.868237985013337
2030-01-09 11:30:00,47.30099851994532,11.82524962998633,11.82524962998633,11.82524962998633,11.82524962998633
2030-01-09 11:45:00,70.08153786482269,17.520384466205673,17.520384466205673,17.520384466205673,17.520384466205673
2030-01-09 12:00:00,125.38876988217582,31.347192470543956,31.347192470543956,31.347192470543956,31.347192470543956
2030-01-09 12:15:00,144.68433477583304,36.17108369395826,36.17108369395826,36.17108369395826,36.17108369395826
2030-01-09 12:30:00,151.10941641637874,37.777354104094684,37.777354104094684,37.777354104094684,37.777354104094684
2030-01-09 12:45:00,147.0900866195909,36.77252165489772,36.77252165489772,36.77252165489772,36.77252165489772
2030-01-09 13:00:00,129.6778221734819,32.419455543370475,32.419455543370475,32.419455543370475,32.419455543370475
2030-01-09 13:15:00,126.20694371173988,31.55173592793497,31.55173592793497,31.55173592793497,31.55173592793497
2030-01-09 13:30:00,116.26383823645027,29.065959559112567,29.065959559112567,29.065959559112567,29.065959559112567
2030-01-09 13:45:00,111.73873154943362,27.934682887358406,27.934682887358406,27.934682887358406,27.934682887358406
2030-01-09 14:00:00,114.16655890975966,28.541639727439915,28.541639727439915,28.541639727439915,28.541639727439915
2030-01-09 14:15:00,115.86695903528123,28.966739758820307,28.966739758820307,28.966739758820307,28.966739758820307
2030-01-09 14:30:00,110.66162714067062,27.665406785167654,27.665406785167654,27.665406785167654,27.665406785167654
2030-01-09 14:45:00,111.67962061412578,27.919905153531445,27.919905153531445,27.919905153531445,27.919905153531445
2030-01-09 15:00:00,108.24482966334573,27.06120741583643,27.06120741583643,27.06120741583643,27.06120741583643
2030-01-09 15:15:00,113.57810201743793,28.394525504359482,28.394525504359482,28.394525504359482,28.394525504359482
2030-01-09 15:30:00,128.48382983210234,32.120957458025586,32.120957458025586,32.120957458025586,32.120957458025586
2030-01-09 15:45:00,137.05995017721568,34.26498754430392,34.26498754430392,34.26498754430392,34.26498754430392
2030-01-09 16:00:00,136.62729970350966,34.156824925877416,34.156824925877416,34.156824925877416,34.156824925877416
2030-01-09 16:15:00,139.7840548278841,34.94601370697102,34.94601370697102,34.94601370697102,34.94601370697102
2030-01-09 16:30:00,145.16080524822206,36.290201312055515,36.290201312055515,36.290201312055515,36.290201312055515
2030-01-09 16:45:00,139.46865035820085,34.86716258955021,34.86716258955021,34.86716258955021,34.86716258955021
2030-01-09 17:00:00,131.6698283846795,32.917457096169876,32.917457096169876,32.917457096169876,32.917457096169876
2030-01-09 17:15:00,140.96202808013962,35.240507020034904,35.240507020034904,35.240507020034904,35.240507020034904
