wind_speed,power_kW,power_factor,source
0,0,0,https://en.wind-turbine-models.com/turbines/1003-senvion-3.4m114
3,23,0.14
4,140,0.35
5,327,0.42
6,601,0.45
7,988,0.46
8,1502,0.47
9,2105,0.46
10,2721,0.44
11,3208,0.39
12,3400,0.32
13,3400,0.25
14,3400,0.2
15,3400,0.16
16,3400,0.13
17,3400,0.11
18,3400,0.09
19,3400,0.08
20,3400,0.07
21,3400,0.06
22,3400,0.05
