WeatherData
Date,t_air_deg_celsius,bh_w_per_m2,dh_w_per_m2
27.01.2023 08:00,3.5,0,0
27.01.2023 08:30,3.4,0,0
27.01.2023 09:00,3.5,0.008774304845996728,2.9912256951540033
27.01.2023 09:30,3.7,1.40885430589492,41.59114569410508
27.01.2023 10:00,4.4,0.9026845954214906,47.09731540457851
27.01.2023 10:30,4.4,1.125573821538957,59.87442617846104
27.01.2023 11:00,4.4,1.6544496240954913,76.34555037590451
27.01.2023 11:30,4.3,0.3187245690104348,36.681275430989565
27.01.2023 12:00,4.5,0.388624470310468,41.61137552968953
27.01.2023 12:30,4.4,0.5290371354694514,48.47096286453055
27.01.2023 13:00,4.6,0.9599314790004883,65.04006852099951
27.01.2023 13:30,4.6,0.33522458046209636,38.664775419537904
27.01.2023 14:00,4.3,0.5146352889726913,46.48536471102731
27.01.2023 14:30,4.6,0.4866603210445959,42.513339678955404
27.01.2023 15:00,4.3,0.16021192781596483,22.839788072184035
27.01.2023 15:30,4.7,0.4272899473874219,32.57271005261258
27.01.2023 16:00,4.3,0.06765339624191391,10.932346603758086
27.01.2023 16:30,4.3,0.009435336377860537,2.9905646636221395
27.01.2023 17:00,3.9,0,0
27.01.2023 17:30,3.8,0,0
27.01.2023 18:00,3.7,0,0
27.01.2023 18:30,3.0,0,0
27.01.2023 19:00,3.4,0,0
27.01.2023 19:30,3.3,0,0
27.01.2023 20:00,3.1,0,0
27.01.2023 20:30,3.1,0,0
27.01.2023 21:00,3.4,0,0
27.01.2023 21:30,3.2,0,0
27.01.2023 22:00,2.7,0,0
27.01.2023 22:30,2.6,0,0
27.01.2023 23:00,2.2,0,0
27.01.2023 23:30,1.7,0,0
28.01.2023 00:00,1.5,0,0
28.01.2023 00:30,1.3,0,0
28.01.2023 01:00,1.4,0,0
28.01.2023 01:30,1.0,0,0
28.01.2023 02:00,1.1,0,0
28.01.2023 02:30,0.9,0,0
28.01.2023 03:00,0.9,0,0
28.01.2023 03:30,0.6,0,0
28.01.2023 04:00,0.6,0,0
28.01.2023 04:30,0.0,0,0
28.01.2023 05:00,-0.4,0,0
28.01.2023 05:30,-0.4,0,0
28.01.2023 06:00,-0.7,0,0
28.01.2023 06:30,-1.0,0,0
28.01.2023 07:00,-1.1,0,0
28.01.2023 07:30,-1.4,0,0
28.01.2023 08:00,-1.4,0,0
28.01.2023 08:30,-1.5,0.0,11.0
28.01.2023 09:00,-1.5,0.16458347853609645,12.835416521463904
28.01.2023 09:30,-1.1,32.528978899969495,60.471021100030505
28.01.2023 10:00,-0.2,152.45834016625645,35.541659833743566
28.01.2023 10:30,0.1,6.222117530648191,88.77788246935181
28.01.2023 11:00,0.6,228.79244005905684,45.20755994094317
28.01.2023 11:30,1.4,254.68639963865903,50.313600361340974
28.01.2023 12:00,1.3,0.6882843573117867,55.31171564268821
28.01.2023 12:30,2.1,1.4346873506981836,81.56531264930182
28.01.2023 13:00,3.0,150.3549989403545,111.64500105964551
28.01.2023 13:30,3.0,8.002962461489403,120.9970375385106
28.01.2023 14:00,3.1,5.366845812467446,108.63315418753255
28.01.2023 14:30,3.7,264.695,52.305
28.01.2023 15:00,3.7,4.185887747459759,83.81411225254024
28.01.2023 15:30,3.7,1.205275581501759,52.79472441849824
28.01.2023 16:00,3.8,0.222019570257185,19.777980429742815
28.01.2023 16:30,3.8,0.1899933051864604,13.81000669481354
28.01.2023 17:30,3.4,0,0
28.01.2023 18:00,3.4,0,0
28.01.2023 18:30,3.3,0,0
28.01.2023 19:00,3.3,0,0
28.01.2023 19:30,3.1,0,0
28.01.2023 20:00,2.9,0,0
28.01.2023 20:30,2.7,0,0
28.01.2023 21:00,2.8,0,0
28.01.2023 21:30,2.8,0,0
28.01.2023 22:00,2.9,0,0
28.01.2023 22:30,3.0,0,0
28.01.2023 23:00,2.8,0,0
28.01.2023 23:30,2.7,0,0
29.01.2023 00:00,2.6,0,0
29.01.2023 00:30,2.3,0,0
29.01.2023 01:00,2.1,0,0
29.01.2023 01:30,2.1,0,0
29.01.2023 02:00,2.0,0,0
29.01.2023 02:30,2.0,0,0
29.01.2023 03:00,1.9,0,0
29.01.2023 03:30,1.9,0,0
29.01.2023 04:00,1.9,0,0
29.01.2023 04:30,2.1,0,0
29.01.2023 05:00,2.4,0,0
29.01.2023 05:30,2.5,0,0
29.01.2023 06:00,2.6,0,0
29.01.2023 06:30,2.5,0,0
29.01.2023 07:00,2.3,0,0
29.01.2023 07:30,2.3,0,0
29.01.2023 08:00,2.3,0,0
29.01.2023 08:30,2.4,0.0,1.0
29.01.2023 09:00,2.4,0.34468850310210186,18.655311496897898
29.01.2023 09:30,2.7,0.5859278595739994,34.414072140426
29.01.2023 10:00,2.8,0.23570511741273847,25.76429488258726
29.01.2023 10:30,2.9,0.26413489842614624,30.735865101573854
29.01.2023 11:00,3.3,12.890180179343758,112.10981982065624
29.01.2023 11:30,3.4,3.8306258805169477,104.16937411948305
29.01.2023 12:00,3.8,13.737726061315726,132.26227393868427
29.01.2023 12:30,4.0,0.6620618885534881,56.33793811144651
29.01.2023 13:00,4.1,0.7578078452599115,60.24219215474009
29.01.2023 13:30,4.1,0.3965020917208406,42.60349790827916
29.01.2023 14:00,4.1,0.3807781450403098,40.61922185495969
29.01.2023 14:30,3.7,0.5532633874802428,47.44673661251976
29.01.2023 15:00,3.7,0.37433717164085323,36.62566282835915
29.01.2023 15:30,3.8,0.2379528747905546,24.762047125209445
29.01.2023 16:00,3.7,0.12198743764844089,14.878012562351559
29.01.2023 16:30,3.1,0.008519820195375338,2.9914801798046247
29.01.2023 17:00,2.9,0,0
29.01.2023 17:30,2.9,0,0
29.01.2023 18:00,2.6,0,0
29.01.2023 18:30,2.6,0,0
29.01.2023 19:00,2.8,0,0
29.01.2023 19:30,2.9,0,0
29.01.2023 20:00,3.0,0,0
29.01.2023 20:30,3.2,0,0
29.01.2023 21:00,3.4,0,0
29.01.2023 21:30,3.5,0,0
29.01.2023 22:00,3.7,0,0
29.01.2023 22:30,3.7,0,0
29.01.2023 23:00,3.7,0,0
29.01.2023 23:30,3.8,0,0
30.01.2023 00:00,3.7,0,0
30.01.2023 00:30,4.2,0,0
30.01.2023 01:00,4.5,0,0
30.01.2023 01:30,5.0,0,0
30.01.2023 02:00,5.1,0,0
30.01.2023 02:30,5.3,0,0
30.01.2023 03:00,5.4,0,0
30.01.2023 03:30,5.6,0,0
30.01.2023 04:00,5.9,0,0
30.01.2023 04:30,6.0,0,0
30.01.2023 05:00,6.5,0,0
30.01.2023 05:30,6.7,0,0
30.01.2023 06:00,6.4,0,0
30.01.2023 06:30,6.0,0,0
30.01.2023 07:00,6.0,0,0
30.01.2023 07:30,5.7,0,0
30.01.2023 08:00,5.6,0,0
30.01.2023 08:30,5.8,0.0,5.0
30.01.2023 09:00,5.9,0.12565226830437304,12.874347731695627
30.01.2023 09:30,5.9,0.6370903786382627,36.36290962136174
30.01.2023 10:00,6.1,20.070007854740922,89.92999214525908
30.01.2023 10:30,5.8,6.309068226014816,92.69093177398518
30.01.2023 11:00,5.9,0.375377064036698,39.6246229359633
30.01.2023 11:30,5.6,2.0441198009344532,91.95588019906555
30.01.2023 12:00,5.9,14.384708243631422,142.61529175636858
30.01.2023 12:30,6.3,2.510183740704278,105.48981625929572
30.01.2023 13:00,7.2,5.769432017809663,125.23056798219034
30.01.2023 13:30,6.0,0.12383975969056493,24.876160240309435
30.01.2023 14:00,6.2,2.3351975137967145,99.66480248620329
30.01.2023 14:30,6.6,1.9408076733064377,87.05919232669356
30.01.2023 15:00,7.0,1.1729713512500979,62.8270286487499
30.01.2023 15:30,7.1,0.41338646888485187,34.58661353111515
30.01.2023 16:00,7.2,0.3126200886459074,25.687379911354093
30.01.2023 16:30,7.3,0.05902424469219092,7.940975755307809
30.01.2023 17:00,6.5,0.0,3.0
30.01.2023 17:30,6.2,0,0
30.01.2023 18:00,5.7,0,0
30.01.2023 18:30,5.9,0,0
30.01.2023 19:00,5.6,0,0
30.01.2023 19:30,5.6,0,0
30.01.2023 20:00,5.6,0,0
30.01.2023 20:30,5.3,0,0
30.01.2023 21:00,5.2,0,0
30.01.2023 21:30,5.2,0,0
30.01.2023 22:00,5.3,0,0
30.01.2023 22:30,5.3,0,0
30.01.2023 23:00,5.0,0,0
30.01.2023 23:30,4.8,0,0
31.01.2023 00:00,4.5,0,0
31.01.2023 00:30,4.3,0,0
31.01.2023 01:00,3.7,0,0
31.01.2023 01:30,3.6,0,0
31.01.2023 02:00,4.1,0,0
31.01.2023 02:30,4.0,0,0
31.01.2023 03:00,4.1,0,0
31.01.2023 03:30,3.9,0,0
31.01.2023 04:00,3.6,0,0
31.01.2023 04:30,3.5,0,0
31.01.2023 05:00,3.4,0,0
31.01.2023 05:30,3.6,0,0
31.01.2023 06:00,3.6,0,0
31.01.2023 06:30,3.7,0,0
31.01.2023 07:00,4.2,0,0
31.01.2023 07:30,4.5,0,0
31.01.2023 08:00,4.7,0,0
31.01.2023 08:30,4.8,0.0,1.0
31.01.2023 09:00,5.2,0.07309605237516514,9.926903947624835
31.01.2023 09:30,5.2,0.0659081057198403,11.93409189428016
31.01.2023 10:00,5.4,0.10814937549313797,17.891850624506862
31.01.2023 10:30,5.5,0.037906692502559736,11.96209330749744
31.01.2023 11:00,5.7,0.039042036814846526,12.960957963185153
31.01.2023 11:30,6.0,0.06675845733043317,17.933241542669567
31.01.2023 12:00,6.2,0.36157884363125703,42.63842115636874
31.01.2023 12:30,6.0,0.5427662060321268,53.45723379396787
31.01.2023 13:00,6.0,0.14592001802003907,27.85407998197996
31.01.2023 13:30,6.2,0.46943867406564976,48.53056132593435
31.01.2023 14:00,6.5,0.8702733828160092,64.12972661718399
31.01.2023 14:30,6.8,0.09236780103231723,19.907632198967683
31.01.2023 15:00,7.1,0.19179752086357382,26.808202479136426
31.01.2023 15:30,7.4,0.17645908775713082,22.82354091224287
31.01.2023 16:00,8.0,0.4116002121735498,29.58839978782645
31.01.2023 16:30,8.0,0.16431631738343455,14.835683682616565
31.01.2023 17:00,7.9,0.0,3.0
31.01.2023 17:30,7.5,0,0
31.01.2023 18:30,6.9,0,0
31.01.2023 19:00,6.5,0,0
31.01.2023 19:30,6.5,0,0
31.01.2023 20:00,6.5,0,0
31.01.2023 20:30,6.3,0,0
31.01.2023 21:00,6.3,0,0
31.01.2023 21:30,6.1,0,0
31.01.2023 22:00,6.0,0,0
31.01.2023 22:30,6.1,0,0
31.01.2023 23:00,6.0,0,0
31.01.2023 23:30,5.8,0,0
