date,MASSCA-0.MosaikAgent-ExternalGrid-0.production[MW],MASSCA-0.MosaikAgent-ExternalGrid-0.consumption[MW],MASSCA-0.MosaikAgent-steptime,GridSim-0.ExternalGrid-0-value,GridSim-0.Bus-5-value,GridSim-0.Bus-1-value,GridSim-0.Bus-4-value,GridSim-0.Bus-2-value,GridSim-0.Bus-3-value,GridSim-0.Bus-0-value,FlexSim-0.FLSim-3-P[MW],FlexSim-0.FLSim-0-P[MW],FlexSim-0.FLSim-5-P[MW],FlexSim-0.FLSim-7-P[MW],FlexSim-0.FLSim-2-P[MW],FlexSim-0.FLSim-4-P[MW],FlexSim-0.FLSim-6-P[MW],FlexSim-0.FLSim-1-P[MW]
2016-01-01 00:00:00,0,0,4.512209892272949,-0.0386598483284433,-6.393221669744875,0.0,4.153970068342071,4.218137014777376,-2.0635239769717373,0.0386598483284433,2.008857508619284,2.057215601018566,2.4916903310986003,1.0106666582066044,2.145112559722787,2.3893168680329366,1.1998971124195137,2.160921413758811
2016-01-01 00:00:01,0,0.0386598483284433,0.02941441535949707,-0.0386598483284433,-6.393221669744875,0.0,4.153970068342071,4.218137014777376,-2.0635239769717373,0.0386598483284433,2.008857508619284,2.057215601018566,3.2359485083038844,-0.31283726935398004,2.145112559722787,3.053800301907552,0.4987905696725434,2.160921413758811
2016-01-01 00:15:00,0,0.0386598483284433,4.447527170181274,0.04855832313718926,-6.0430623112761594,0.0,4.417392726603666,3.753031847802021,-2.122409100988598,-0.04855832313718926,2.4072103966138947,1.7824333297881942,2.6248455116663116,0.008198040049203659,2.0101823299897714,3.440333980772004,2.1109144716808688,1.9705985180138268
2016-01-01 00:15:01,0.04855832313718926,0,0.06250166893005371,0.04855832313718926,-6.0430623112761594,0.0,4.417392726603666,3.753031847802021,-2.122409100988598,-0.04855832313718926,2.4072103966138947,1.7824333297881942,2.6248455116663116,0.008198040049203659,2.0101823299897714,3.440333980772004,2.1109144716808688,1.9705985180138268
2016-01-01 00:30:00,0.04855832313718926,0,4.422707557678223,-0.15931501967132536,-6.001914314466283,0.0,4.40491978255009,3.507331283624581,-2.112211731080116,0.15931501967132536,2.4580806233166985,1.8630649455649733,2.4987349584668923,0.4208263713556786,1.9468391592333911,2.2456919229496517,0.2921396261844844,1.6442663380596076
2016-01-01 00:30:01,0,0.15931501967132536,0.04685378074645996,-0.15931501967132536,-6.001914314466283,0.0,4.40491978255009,3.507331283624581,-2.112211731080116,0.15931501967132536,2.4580806233166985,1.8630649455649733,2.4987349584668923,0.4208263713556786,1.9468391592333911,2.2456919229496517,0.2921396261844844,1.6442663380596076
2016-01-01 00:45:00,0,0.15931501967132536,4.4241204261779785,0.05048250626577773,-6.335974094784369,0.0,4.400767189410798,4.075053236918285,-2.1355613858897726,-0.05048250626577773,2.396469903270467,2.016513944531206,2.7754759964855724,0.08179237461101918,2.004297286140331,2.512838870568554,1.3389339542032017,2.0585392923870787
2016-01-01 00:45:01,0.05048250626577773,0,0.03125500679016113,0.05048250626577773,-6.335974094784369,0.0,4.400767189410798,4.075053236918285,-2.1355613858897726,-0.05048250626577773,2.396469903270467,2.016513944531206,2.7754759964855724,0.08179237461101918,2.004297286140331,2.512838870568554,1.3389339542032017,2.0585392923870787
2016-01-01 01:00:00,0.05048250626577773,0,3.9923644065856934,0.08406337009704597,-5.624086105147086,0.0,3.6160728543779737,4.136015917124718,-2.083918944086882,-0.08406337009704597,1.7073791468730848,2.356228927890672,2.1020454941445252,-1.478611839265394,1.908693707504889,2.1963753039343183,3.005269854213828,1.779786989234046
2016-01-01 01:00:01,0.08406337009704597,0,0.04688239097595215,0.08406337009704597,-5.624086105147086,0.0,3.6160728543779737,4.136015917124718,-2.083918944086882,-0.08406337009704597,1.7073791468730848,2.356228927890672,2.1020454941445252,-1.478611839265394,1.908693707504889,2.1963753039343183,3.005269854213828,1.779786989234046
